entidad,nombre_entidad,distrito_federal,distrito_local,municipio,seccion
23,QUINTANA ROO,4,3,1,1050
23,QUINTANA ROO,4,3,1,1058
23,QUINTANA ROO,4,3,1,848
23,QUINTANA ROO,4,3,1,1045
23,QUINTANA ROO,4,3,1,1068
23,QUINTANA ROO,4,3,1,1051
23,QUINTANA ROO,4,3,1,1052
23,QUINTANA ROO,4,3,1,1053
23,QUINTANA ROO,4,3,1,1067
23,QUINTANA ROO,4,3,1,1057
23,QUINTANA ROO,4,3,1,1059
23,QUINTANA ROO,4,3,1,1065
23,QUINTANA ROO,4,3,1,1066
23,QUINTANA ROO,4,3,1,588
23,QUINTANA ROO,4,3,1,847
23,QUINTANA ROO,4,3,1,1054
23,QUINTANA ROO,4,3,1,589
23,QUINTANA ROO,4,3,1,590
23,QUINTANA ROO,4,3,1,635
23,QUINTANA ROO,4,3,1,579
23,QUINTANA ROO,4,3,1,580
23,QUINTANA ROO,4,3,1,581
23,QUINTANA ROO,4,3,1,582
23,QUINTANA ROO,4,3,1,583
23,QUINTANA ROO,4,3,1,584
23,QUINTANA ROO,4,3,1,585
23,QUINTANA ROO,4,3,1,587
23,QUINTANA ROO,4,3,1,591
23,QUINTANA ROO,4,3,1,592
23,QUINTANA ROO,4,3,1,593
23,QUINTANA ROO,4,3,1,594
23,QUINTANA ROO,4,3,1,595
23,QUINTANA ROO,4,3,1,620
23,QUINTANA ROO,4,3,1,631
23,QUINTANA ROO,4,3,1,632
23,QUINTANA ROO,4,3,1,633
23,QUINTANA ROO,4,3,1,634
23,QUINTANA ROO,4,3,1,586
23,QUINTANA ROO,4,5,1,1037
23,QUINTANA ROO,4,5,1,1038
23,QUINTANA ROO,4,5,1,1041
23,QUINTANA ROO,4,5,1,1034
23,QUINTANA ROO,4,5,1,1032
23,QUINTANA ROO,4,5,1,1026
23,QUINTANA ROO,4,5,1,1036
23,QUINTANA ROO,4,5,1,1039
23,QUINTANA ROO,4,6,1,833
23,QUINTANA ROO,4,6,1,840
23,QUINTANA ROO,4,6,1,839
23,QUINTANA ROO,4,6,1,838
23,QUINTANA ROO,4,6,1,837
23,QUINTANA ROO,4,6,1,836
23,QUINTANA ROO,4,6,1,834
23,QUINTANA ROO,4,6,1,844
23,QUINTANA ROO,4,6,1,832
23,QUINTANA ROO,4,6,1,1064
23,QUINTANA ROO,4,6,1,831
23,QUINTANA ROO,4,6,1,835
23,QUINTANA ROO,4,6,1,841
23,QUINTANA ROO,4,6,1,843
23,QUINTANA ROO,4,6,1,845
23,QUINTANA ROO,4,6,1,846
23,QUINTANA ROO,4,6,1,1042
23,QUINTANA ROO,4,6,1,1055
23,QUINTANA ROO,4,6,1,1056
23,QUINTANA ROO,4,6,1,1060
23,QUINTANA ROO,4,6,1,1061
23,QUINTANA ROO,4,6,1,1062
23,QUINTANA ROO,4,6,1,1063
23,QUINTANA ROO,4,6,1,828
23,QUINTANA ROO,4,6,1,842
23,QUINTANA ROO,4,6,1,70
23,QUINTANA ROO,4,6,1,830
23,QUINTANA ROO,4,6,1,829
23,QUINTANA ROO,4,6,1,13
23,QUINTANA ROO,4,6,1,49
23,QUINTANA ROO,4,6,1,51
23,QUINTANA ROO,4,6,1,811
23,QUINTANA ROO,4,6,1,812
23,QUINTANA ROO,4,6,1,813
23,QUINTANA ROO,4,6,1,814
23,QUINTANA ROO,4,6,1,815
23,QUINTANA ROO,4,6,1,816
23,QUINTANA ROO,4,6,1,824
23,QUINTANA ROO,4,6,1,827
23,QUINTANA ROO,4,6,1,50
23,QUINTANA ROO,4,6,1,817
23,QUINTANA ROO,4,6,1,825
23,QUINTANA ROO,4,6,1,826
23,QUINTANA ROO,4,6,1,823
23,QUINTANA ROO,4,6,1,822
23,QUINTANA ROO,4,6,1,821
23,QUINTANA ROO,4,6,1,820
23,QUINTANA ROO,4,6,1,819
23,QUINTANA ROO,4,6,1,818
23,QUINTANA ROO,4,8,1,649
23,QUINTANA ROO,4,8,1,654
23,QUINTANA ROO,4,8,1,651
23,QUINTANA ROO,4,8,1,652
23,QUINTANA ROO,4,8,1,653
23,QUINTANA ROO,4,8,1,650
23,QUINTANA ROO,4,8,1,655
23,QUINTANA ROO,4,8,1,656
23,QUINTANA ROO,4,8,1,657
23,QUINTANA ROO,4,8,1,659
23,QUINTANA ROO,4,8,1,660
23,QUINTANA ROO,4,8,1,648
23,QUINTANA ROO,4,8,1,145
23,QUINTANA ROO,4,8,1,658
23,QUINTANA ROO,4,8,1,647
23,QUINTANA ROO,4,8,1,646
23,QUINTANA ROO,4,8,1,645
23,QUINTANA ROO,4,8,1,644
23,QUINTANA ROO,4,8,1,643
23,QUINTANA ROO,4,8,1,642
23,QUINTANA ROO,4,8,1,170
23,QUINTANA ROO,4,8,1,169
23,QUINTANA ROO,4,8,1,162
23,QUINTANA ROO,4,8,1,161
23,QUINTANA ROO,4,8,1,146
23,QUINTANA ROO,4,8,1,144
23,QUINTANA ROO,4,8,1,661
23,QUINTANA ROO,4,8,1,147
